id_alumno,Carrera/Titulo,plan_nombre,año_ingreso,egresado de,porcentaje_avance,cant_aprobadas,promedio_con_aplazo,promedio_sin_aplazo,cnt_materias,año_reinsc,cant_equiv,sexo,cant_hijos,situacion_padre,situacion_madre,tipo_vivienda,loc_per_lect,loc_origen,costeo_familiar,costeo_social,costeo_trabajo,costeo_beca,costeo_otro,trabajo_hace,trabajo_existe,trabajo_ocupacion,horas_sem,trabajo_carrera,trabajo_descripcion,mot_vocacion,mot_sugerencia_familiar,mot_reconocimiento_social,mot_insercion_laboral,mot_perfil_profesional,mot_mejora_economica,mot_util_sociedad,mot_otros_p
1609,Licenciatura en Sistemas de Información,2010,2022,,"11,43",4,"8,00","8,00",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1561,Licenciatura en Sistemas de Información,2010,2022,,"11,43",4,"3,85","7,75",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,EMPLEADO DE LA CONSTRUCCION,N,N,N,N,N,N,N,N
1615,Licenciatura en Sistemas de Información,2010,2022,,"11,43",4,"3,85","7,75",35,2023,0,Masculino,No tiene,D,V,Otros,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1407,Licenciatura en Sistemas de Información,2010,2022,,"11,43",4,"7,00","7,5",35,2023,0,Femenino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,S,S,Pasante,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)",Desconoce,Más de 20 y hasta 35 horas,Total,Realizo El Frontend Y El Backend De Pedidos Que Me Pasan.,N,N,N,S,N,N,S,N
55,Licenciatura en Sistemas de Información,2010,2013,,"11,43",4,"6,00","7,25",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Sin relación,ADMINISTRATIVO,N,N,N,N,N,N,N,N
1546,Licenciatura en Sistemas de Información,2010,2022,,"11,43",4,"6,20","7,25",35,2023,1,Masculino,No tiene,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1386,Licenciatura en Sistemas de Información,2010,2022,,"11,43",4,"6,33","7,75",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1427,Licenciatura en Sistemas de Información,2010,2022,,"11,43",4,"3,85","7,75",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
"147,5",Análisis de Sistemas,2010,2021,,"8,70",2,"6,00","7,50",23,2023,0,Femenino,No tiene,V,V,Casa / Departamento propio,ALDEA SALTO,ALDEA SALTO,S,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1482,Análisis de Sistemas,2010,2021,,"8,70",2,"8,50","8,50",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,CRESPO,S,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,CAJERO DE SUPERMERCADO,N,N,N,N,N,N,N,N
1459,Análisis de Sistemas,2010,2021,,"8,70",2,"6,00","8,50",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,DIAMANTE,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1362,Análisis de Sistemas,2010,2021,,"8,70",2,"7,50","7,50",23,2023,2,Masculino,No tiene,V,V,Casa / Departamento propio,DIAMANTE,DIAMANTE,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,S,N,N,N,N
1577,Análisis de Sistemas,2010,2022,,"8,70",2,"8,00","8,00",23,2023,0,Femenino,No tiene,N,V,Casa / Departamento alquilado,PARANA,PARANA,N,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1612,Análisis de Sistemas,2010,2022,,"8,70",2,"6,00","7,00",23,2023,0,Femenino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1365,Análisis de Sistemas,2010,2021,,"8,70",2,"8,50","8,50",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,S,N,N,S,S
1428,Análisis de Sistemas,2010,2022,,"8,70",2,"7,00","7,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1638,Análisis de Sistemas,2010,2022,,"8,70",2,"3,18","7,00",23,2023,0,Masculino,No tiene,N,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1563,Análisis de Sistemas,2010,2022,,"8,70",2,"6,50","6,50",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1071,Análisis de Sistemas,2010,2018,,"8,70",2,"8,00","8,00",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Pasante,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Parcial,Atención al público y logística,N,N,N,N,N,N,N,N
988,Análisis de Sistemas,2010,2018,,"8,70",2,"7,50","7,50",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1242,Análisis de Sistemas,2010,2019,,"8,70",2,"5,00","7,00",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Cuenta propia / Independiente,No trabajó y no buscó trabajo (no esta pensando en trabajar),"Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Total,TECNICO EN HARDWARE Y SOFTWARE DE PC,N,N,N,N,N,N,N,N
1271,Análisis de Sistemas,2010,2019,,"8,70",2,"6,50","6,50",23,2023,0,Masculino,No tiene,N,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,S,N,S,N
1695,Análisis de Sistemas,2010,2022,,"8,70",2,"6,50","6,50",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1684,Análisis de Sistemas,2010,2022,,"8,70",2,"3,71","7,00",23,2023,0,Femenino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,VIALE,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1712,Licenciatura en Sistemas de Información,2010,2022,,"8,57",3,"5,80","7,33",35,2023,0,Masculino,No tiene,Sin Dato,V,Sin Dato,DIAMANTE,DIAMANTE,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
930,Licenciatura en Sistemas de Información,2010,2017,,"8,57",3,"8,67","8,67",35,2023,0,Masculino,No tiene,V,N,Sin Dato,ORO VERDE,HERNANDEZ,N,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1592,Licenciatura en Sistemas de Información,2010,2022,,"8,57",3,"5,60","8,00",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1480,Licenciatura en Sistemas de Información,2010,2021,,"8,57",3,"7,67","7,67",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,S,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1556,Licenciatura en Sistemas de Información,2010,2022,,"8,57",3,"7,67","7,67",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,N,N,N,N,N
1446,Licenciatura en Sistemas de Información,2010,2021,,"8,57",3,"4,33","7,67",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1694,Licenciatura en Sistemas de Información,2010,2022,,"8,57",3,"4,80","7,00",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1172,Licenciatura en Sistemas de Información,2010,2018,,"8,57",3,"2,95","8,00",35,2023,0,Femenino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
923,Licenciatura en Sistemas de Información,2010,2017,,"8,57",3,"6,40","7,67",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1442,Licenciatura en Sistemas de Información,2010,2021,,"8,57",3,"5,50","6,67",35,2023,0,Masculino,No tiene,D,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,ATENCIÓN AL PÚBLICO,N,N,N,N,N,N,N,N
1686,Licenciatura en Sistemas de Información,2010,2022,,"8,57",3,"5,17","6,67",35,2023,0,Masculino,No tiene,V,V,Sin Dato,SAN BENITO,SAN BENITO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1568,Licenciatura en Sistemas de Información,2010,2022,,"8,57",3,"8,00","8,00",35,2023,0,Femenino,No tiene,V,V,Casa / Departamento alquilado,PARANA,VILLA HERNANDARIAS,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1579,Licenciatura en Sistemas de Información,2010,2022,,"8,57",3,"4,00","7,00",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,VILLA HERNANDARIAS,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1051,Licenciatura en Sistemas de Información,2010,2018,,"5,71",2,"3,33","7,00",35,2023,0,Masculino,No tiene,V,V,Sin Dato,ALDEA BRASILERA,ALDEA BRASILERA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1481,Licenciatura en Sistemas de Información,2010,2021,,"5,71",2,"8,50","8,50",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,AVENIDA EJERCITO PARANA,AVENIDA EJERCITO PARANA,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
603,Licenciatura en Sistemas de Información,2010,2015,,"5,71",2,"7,50","7,50",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,CURUZU CUATIA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1661,Licenciatura en Sistemas de Información,2010,2022,,"5,71",2,"4,50","7,50",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1576,Licenciatura en Sistemas de Información,2010,2022,,"5,71",2,"8,00","8,00",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1429,Licenciatura en Sistemas de Información,2010,2022,,"5,71",2,"7,00","7,00",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1611,Licenciatura en Sistemas de Información,2010,2022,,"5,71",2,"6,00","7,00",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)",Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1693,Licenciatura en Sistemas de Información,2010,2022,,"5,71",2,"5,00","7,00",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
942,Licenciatura en Sistemas de Información,2010,2017,,"5,71",2,"9,00","9,00",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
805,Licenciatura en Sistemas de Información,2010,2017,,"5,71",2,"4,00","6,50",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1159,Licenciatura en Sistemas de Información,2010,2018,,"5,71",2,"8,00","8,00",35,2023,0,Femenino,No tiene,V,V,Sin Dato,SAN BENITO,SAN BENITO,S,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
663,Análisis de Sistemas,2010,2016,,"4,54",3,"5,80","6,67",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,Desarrollador,N,N,N,N,N,N,N,N
1417,Análisis de Sistemas,2010,2022,,"4,35",1,"7,00","7,00",23,2023,0,Femenino,No tiene,V,V,Sin Dato,CERRITO,CERRITO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1115,Análisis de Sistemas,2010,2018,,"4,35",1,"7,00","7,00",23,2023,0,Femenino,No tiene,V,V,Sin Dato,DIAMANTE,LAS GRUTAS,S,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1498,Análisis de Sistemas,2010,2022,,"4,35",1,"7,00","7,00",23,2023,0,Masculino,No tiene,D,V,Casa / Departamento alquilado,ORO VERDE,ORO VERDE,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1471,Análisis de Sistemas,2010,2021,,"4,35",1,"4,67","10,00",23,2023,0,Femenino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,S,S,N,N,N
1078,Análisis de Sistemas,2010,2018,,"4,35",1,"8,00","8,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,N,N,N,N,N
1371,Análisis de Sistemas,2010,2021,,"4,35",1,"8,00","8,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,S,N,N,S,N
1492,Análisis de Sistemas,2010,2022,,"4,35",1,"8,00","8,00",23,2023,0,Femenino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1664,Análisis de Sistemas,2010,2022,,"4,35",1,"8,00","8,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1690,Análisis de Sistemas,2010,2022,,"4,35",1,"8,00","8,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1394,Análisis de Sistemas,2010,2021,,"4,35",1,"5,00","8,00",23,2023,0,Masculino,No tiene,D,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1573,Análisis de Sistemas,2010,2022,,"4,35",1,"7,00","7,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,S,S,S,S,N
1586,Análisis de Sistemas,2010,2022,,"4,35",1,"7,00","7,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1501,Análisis de Sistemas,2010,2022,,"4,35",1,"4,50","7,00",23,2023,0,Femenino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,N,N,N,N,N
1715,Análisis de Sistemas,2010,2022,,"4,35",1,"3,60","7,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Parcial,Sin Dato,N,N,N,N,N,N,N,N
1005,Análisis de Sistemas,2010,2018,,"4,35",1,"7,00","7,00",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1248,Análisis de Sistemas,2010,2019,,"4,35",1,"7,00","7,00",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,Mozo,N,N,N,N,N,N,N,N
1380,Análisis de Sistemas,2010,2021,,"4,35",1,"8,00","8,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,S,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Parcial,ATENCION AL CLIENTE EN NEGOCIO DE CELULARES,N,N,N,N,N,N,N,N
1532,Análisis de Sistemas,2010,2022,,"4,35",1,"3,40","8,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1366,Análisis de Sistemas,2010,2021,,"4,35",1,"8,00","8,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,SANTA ELENA,S,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,OBRAS SANITARIAS,N,N,N,N,N,N,N,N
1119,Análisis de Sistemas,2010,2018,,"4,35",1,"4,71","8,00",23,2023,0,Masculino,No tiene,V,V,Sin Dato,TEZANOS PINTO,TEZANOS PINTO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1351,Análisis de Sistemas,2010,2019,,"4,35",1,"7,00","7,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,VILLA URQUIZA,VILLA URQUIZA,S,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,MANTENIMIENTO DE PILETAS Y CORTES DE PASTO,N,N,N,N,N,N,N,N
1327,Licenciatura en Sistemas de Información,2010,2019,,"2,86",1,"4,71","8,00",35,2023,0,Masculino,No tiene,N,V,Sin Dato,CHAJARI,CHAJARI,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,supervisor en encuesta permanente de hogares,N,N,N,N,N,N,N,N
1408,Licenciatura en Sistemas de Información,2010,2021,,"2,86",1,"8,00","8,00",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Sin relación,"Atención Al Cliente, Cajero.",S,S,S,S,S,S,N,S
